ID,NOMBRE,PROVINCIA,TIPO,ELEV,LAT,LONG,FECHA_INI,FECHA_FIN,OPERADA,LATDD,LONDD,STATUS,URL,UTM_X,UTM_Y,x,y
108-003,Planta Caldera,Chiriquí,Tipo B Convencional,920,"8° 43' 00""","82° 28' 00""","1/5/1958, 7:00 PM",1/3/2000,E.T.E.S.A.,8.71666666667,-82.4666666667, ,http://www.hidromet.com.pa/red_nacional.php,338652.4157,963840.885500001,338652.4156999998,963840.8855000008
108-004,Caldera (Pueblo Nuevo),Chiriquí,Tipo C Mixta,350,"8° 39' 00""","82° 23' 00""","1/9/1962, 7:00 PM", ,E.T.E.S.A.,8.65,-82.3833333333, ,http://www.hidromet.com.pa/red_nacional.php,347794.7767,956433.8969,347794.7767000003,956433.8969
108-005,Bajo Boquete,Chiriquí,Tipo C Convencional,1060,"8° 46' 00""","82° 26' 00""","1/8/1966, 7:00 PM",1/2/2000,E.T.E.S.A.,8.76666666667,-82.4333333333, ,http://www.hidromet.com.pa/red_nacional.php,342341.177,969356.261399999,342341.17700000014,969356.2613999993
108-006,Potrerillo Arriba,Chiriquí,Tipo C Mixta,930,"8° 41' 00""","82° 31' 00""","1/10/1955, 7:00 PM", ,E.T.E.S.A.,8.68333333333,-82.5166666667, ,http://www.hidromet.com.pa/red_nacional.php,333135.952,960176.1752,333135.9519999996,960176.1752000004
108-007,Rio Hornitos,Chiriquí,Tipo C Convencional,1020,"8° 44' 00""","82° 14' 00""","1/4/1958, 7:00 PM",1/2/1982,E.T.E.S.A.,8.73333333333,-82.2333333333, ,http://www.hidromet.com.pa/red_nacional.php,364331.5373,965592.1983,364331.53729999997,965592.1983000003
108-008,La Cordillera,Chiriquí,Tipo C Mixta,1200,"8° 44' 00""","82° 16' 00""","1/2/1963, 7:00 PM",31/12/2000,E.T.E.S.A.,8.73333333333,-82.2666666667, ,http://www.hidromet.com.pa/red_nacional.php,360664.2559,965604.348300001,360664.2559000002,965604.3483000007
108-009,Los Palomos,Chiriquí,Tipo C Convencional,420,"8° 35' 00""","82° 28' 00""","1/2/1963, 7:00 PM", ,E.T.E.S.A.,8.58333333333,-82.4666666667, ,http://www.hidromet.com.pa/red_nacional.php,338595.6348,949095.5546,338595.6348000001,949095.5546000004
108-010,La Esperanza,Chiriquí,Tipo C Convencional,200,"8° 35' 00""","82° 20' 00""","1/2/1925, 7:00 PM",1/3/2000,E.T.E.S.A.,8.58333333333,-82.3333333333, ,http://www.hidromet.com.pa/red_nacional.php,353271.4345,949042.0239,353271.43450000044,949042.0239000004
108-011,Dolega (Pueblo Nuevo),Chiriquí,Tipo C Convencional,270,"8° 34' 00""","82° 25' 00""","1/9/1962, 7:00 PM",1/12/1998,E.T.E.S.A.,8.56666666667,-82.4166666667, ,http://www.hidromet.com.pa/red_nacional.php,344092.3578,947231.7618,344092.35780000035,947231.7618000004
108-012,David 1,Chiriquí,Tipo C Convencional,15,"8° 24' 00""","82° 25' 00""","12/31/1967, 7:00 PM",31/12/1972,E.T.E.S.A.,8.4,-82.4166666667, ,http://www.hidromet.com.pa/red_nacional.php,344025.1154,928800.6362,344025.11539999954,928800.6361999996
108-013,Angostura de Cochea,Chiriquí,Tipo C Convencional,210,"8° 34' 00""","82° 23' 00""","1/2/1963, 7:00 PM", ,E.T.E.S.A.,8.56666666667,-82.3833333333, ,http://www.hidromet.com.pa/red_nacional.php,347761.467,947218.4044,347761.4670000002,947218.4044000003
108-014,Veladero Gualaca,Chiriquí,Tipo C Convencional,45,"8° 25' 00""","82° 18' 00""","1/2/1963, 7:00 PM", ,E.T.E.S.A.,8.41666666667,-82.3, ,http://www.hidromet.com.pa/red_nacional.php,356878.4418,930599.1548,356878.44180000015,930599.1547999997
108-015,Cermeno,Chiriquí,Tipo C Convencional,170,"8° 31' 00""","82° 26' 00""","12/31/1965, 7:00 PM", ,E.T.E.S.A.,8.51666666667,-82.4333333333, ,http://www.hidromet.com.pa/red_nacional.php,342237.2345,941709.168299999,342237.23450000025,941709.1682999991
108-017,Los Naranjos,Chiriquí,Tipo B Convencional,1200,"8° 47' 00""","82° 27' 00""","1/11/1971, 7:00 PM", ,E.T.E.S.A.,8.78333333333,-82.45, ,http://www.hidromet.com.pa/red_nacional.php,340514.6788,971206.4592,340514.6787999999,971206.4592000004
108-018,Paja de Sombrero,Chiriquí,Tipo B Convencional,388,"8° 41' 00""","82° 19' 00""","1/5/1970, 7:00 PM", ,E.T.E.S.A.,8.68333333333,-82.3166666667, ,http://www.hidromet.com.pa/red_nacional.php,355144.0074,960094.0043,355144.00739999954,960094.0043000001
108-019,Fortuna,Chiriquí,Tipo C Convencional,1040,"8° 44' 38""","82° 14' 58""","1/4/1970, 7:00 PM",1/9/1982,E.T.E.S.A.,8.74388888889,-82.2494444444, ,http://www.hidromet.com.pa/red_nacional.php,362562.8913,966765.273399999,362562.89130000025,966765.2733999994
108-020,Quebrada Bijao,Chiriquí,Tipo C Mixta,1080,"8° 45' 00""","82° 11' 00""","1/6/1970, 7:00 PM", ,E.T.E.S.A.,8.75,-82.1833333333, ,http://www.hidromet.com.pa/red_nacional.php,369838.1627,967417.5535,369838.1627000002,967417.5535000004
108-021,Quebrada Ortega,Chiriquí,Tipo C Convencional,1280,"8° 42' 00""","82° 12' 00""","1/7/1970, 7:00 PM",1/2/1982,E.T.E.S.A.,8.7,-82.2, ,http://www.hidromet.com.pa/red_nacional.php,367987.0736,961894.4114,367987.07359999977,961894.4113999996
108-022,Hornitos,Chiriquí,Tipo C Automática,1340,"8° 44' 00""","82° 15' 00""","1/9/1970, 7:00 PM", ,E.T.E.S.A.,8.73333333333,-82.25, ,http://www.hidromet.com.pa/red_nacional.php,362497.9022,965598.232799999,362497.90220000036,965598.2327999994
108-023,David,Chiriquí,Tipo A Convencional,27,"8° 24' 00""","82° 25' 00""","1/5/1967, 7:00 PM", ,E.T.E.S.A.,8.4,-82.4166666667, ,http://www.hidromet.com.pa/red_nacional.php,344025.1154,928800.6362,344025.11539999954,928800.6361999996
108-024,Pension Marilos,Chiriquí,Tipo C Convencional,1080,"8° 46' 00""","82° 26' 00""","1/9/1962, 7:00 PM",1/1/1966,E.T.E.S.A.,8.76666666667,-82.4333333333, ,http://www.hidromet.com.pa/red_nacional.php,342341.177,969356.261399999,342341.17700000014,969356.2613999993
108-029,Gualaca 1,Chiriquí,Tipo C Convencional,120,"8° 32' 00""","82° 18' 00""","12/31/1954, 7:00 PM",1/3/2000,E.T.E.S.A.,8.53333333333,-82.3, ,http://www.hidromet.com.pa/red_nacional.php,356921.5895,943500.3377,356921.58949999977,943500.3377
108-030,Las Huacas,Chiriquí,Tipo C Convencional,960,"8° 42' 00""","82° 25' 00""","12/31/1920, 7:00 PM",1/12/1924,E.T.E.S.A.,8.7,-82.4166666667, ,http://www.hidromet.com.pa/red_nacional.php,344147.0961,961976.769400001,344147.09609999973,961976.7694000006
108-031,Alto Lino,Chiriquí,Tipo C Convencional,1450,"8° 48' 00""","82° 26' 00""","1/8/1953, 7:00 PM",1/2/1960,E.T.E.S.A.,8.8,-82.4333333333, ,http://www.hidromet.com.pa/red_nacional.php,342355.2615,973042.566099999,342355.2615,973042.5660999995
108-032,Bella Vista 1,Chiriquí,Tipo C Convencional,730,"8° 36' 00""","82° 14' 00""","1/3/1974, 7:00 PM",1/3/2000,E.T.E.S.A.,8.6,-82.2333333333, ,http://www.hidromet.com.pa/red_nacional.php,364283.7059,950848.215399999,364283.7059000004,950848.2153999992
108-033,San Pablo,Chiriquí,Tipo C Convencional,60,"8° 27' 00""","82° 30' 00""","12/31/1907, 6:40 PM",1/2/1984,E.T.E.S.A.,8.45,-82.5, ,http://www.hidromet.com.pa/red_nacional.php,334869.3725,934364.2851,334869.3724999996,934364.2851
108-034,Finca Estatal Alanje,Chiriquí,Tipo C Convencional,15,"8° 24' 00""","82° 20' 00""","1/8/1976, 7:00 PM",1/9/1982,E.T.E.S.A.,8.4,-82.3333333333, ,http://www.hidromet.com.pa/red_nacional.php,353201.755,928768.459000001,353201.7549999999,928768.4590000007
108-035,Los Planes,Chiriquí,Tipo B Convencional,750,"8° 33' 00""","82° 17' 00""","1/6/1978, 7:00 PM",1/1/1983,E.T.E.S.A.,8.55,-82.2833333333, ,http://www.hidromet.com.pa/red_nacional.php,358762.3577,945337.219900001,358762.3576999996,945337.2199000008
108-037,India Vieja,Chiriquí,Tipo C Convencional,1160,"8° 45' 00""","82° 21' 00""","1/8/1980, 7:00 PM",1/3/2000,E.T.E.S.A.,8.75,-82.35, ,http://www.hidromet.com.pa/red_nacional.php,351502.4528,967479.2281,351502.4528000001,967479.2281
108-038,Planta Estrella,Chiriquí,Tipo C Convencional,620,"8° 47' 00""","82° 21' 00""","1/8/1980, 7:00 PM",1/5/1999,E.T.E.S.A.,8.78333333333,-82.35, ,http://www.hidromet.com.pa/red_nacional.php,351515.6928,971165.4047,351515.6928000003,971165.4046999998
108-040,Loma Colorada,Chiriquí,Tipo C Convencional,25,"8° 24' 00""","82° 25' 00""","1/4/1982, 7:00 PM",1/2/1984,E.T.E.S.A.,8.4,-82.4166666667, ,http://www.hidromet.com.pa/red_nacional.php,344025.1154,928800.6362,344025.11539999954,928800.6361999996
108-041,Fauprenare,Chiriquí,Tipo B Convencional,25,"8° 23' 00""","82° 20' 00""","1/3/1984, 7:00 PM",1/4/1984,A.N.A.M.,8.38333333333,-82.3333333333,Inactive,http://www.anam.gob.pa/,353195.4946,926925.4165,353195.49459999986,926925.4165000003
108-042,Fortuna (casa Control),Chiriquí,Tipo A Automática,1010,"8° 40' 00""","82° 16' 00""","1/1/1990, 7:00 PM", ,E.T.E.S.A.,8.66666666667,-82.2666666667, ,http://www.hidromet.com.pa/red_nacional.php,360639.5996,958232.254699999,360639.5996000003,958232.2546999995
108-043,Gualaca II,Chiriquí,Tipo B Convencional,100,"8° 31' 00""","82° 18' 00""","1/10/1995, 7:00 PM", ,E.T.E.S.A.,8.51666666667,-82.3, ,http://www.hidromet.com.pa/red_nacional.php,356915.3895,941657.3071,356915.3894999996,941657.3070999999
108-045,Estí,Chiriquí,Tipo C Convencional,310,"8° 36' 00""","82° 17' 00""",,25/06/1997,E.T.E.S.A.,8.6,-82.2833333333, ,http://www.hidromet.com.pa/red_nacional.php,358780.8263,950866.2904,358780.82629999984,950866.2904000003
108-046,Londres (Gualaca),Chiriquí,Tipo A Automática,511,"8° 36' 10""","82° 11' 06""","1/9/1997, 7:00 PM",1/10/1997,E.T.E.S.A.,8.60277777778,-82.185, ,http://www.hidromet.com.pa/red_nacional.php,369604.012,951138.586100001,369604.0120000001,951138.5861000009
108-047,Fortuna (sitio Presa),Chiriquí,Tipo B Automática,1050,"8° 43' 00""","82° 13' 00""","1/5/1985, 7:00 PM", ,E.T.E.S.A.,8.71666666667,-82.2166666667, ,http://www.hidromet.com.pa/red_nacional.php,366159.2239,963743.252699999,366159.22389999963,963743.2526999991
108-048,Bella Vista 2,Chiriquí,Tipo A Automática,724,"8° 36' 07""","82° 13' 51""","5/8/2007, 7:00 PM", ,E.T.E.S.A.,8.60194444444,-82.2308333333, ,http://www.hidromet.com.pa/red_nacional.php,364559.5382,951062.346000001,364559.5382000003,951062.3460000008
108-049,Se Guasquitas,Chiriquí,Tipo A Automática,132,"8° 32' 29""","82° 17' 41""","3/6/2003, 7:00 PM", ,E.T.E.S.A.,8.54138888889,-82.2947222222, ,http://www.hidromet.com.pa/red_nacional.php,357505.5476,944389.1822,357505.54760000017,944389.1821999997
109-001,Miguel de La Borda,Colón,Tipo C Convencional,2,"9° 09' 00""","80° 19' 00""","1/1/1975, 7:00 PM",1/3/2000,E.T.E.S.A.,9.15,-80.3166666667, ,http://www.hidromet.com.pa/red_nacional.php,575078.3966,1011507.0239,575078.3965999996,1011507.0239000004
110-001,San Lorenzo,Chiriquí,Tipo C Convencional,30,"8° 19' 00""","82° 16' 00""","1/7/1967, 7:00 PM",1/12/1998,E.T.E.S.A.,8.31666666667,-82.2666666667, ,http://www.hidromet.com.pa/red_nacional.php,360513.2319,919529.159399999,360513.2319,919529.1593999993
110-002,La Pita (Chorcha),Chiriquí,Tipo C Convencional,40,"8° 24' 00""","82° 15' 00""","1/10/1968, 7:00 PM",1/12/1998,E.T.E.S.A.,8.4,-82.25, ,http://www.hidromet.com.pa/red_nacional.php,362378.0952,928738.2335,362378.09520000033,928738.2335000001
110-003,Cerro Banco,Chiriquí,Tipo C Convencional,340,"8° 27' 00""","82° 02' 00""","12/31/1991, 7:00 PM", ,E.T.E.S.A.,8.45,-82.0333333333, ,http://www.hidromet.com.pa/red_nacional.php,386249.9233,934197.3399,386249.9232999999,934197.3399
110-004,Boca de Jebay,Chiriquí,Tipo C Convencional,130,"8° 29' 00""","82° 05' 00""","1/3/1971, 7:00 PM",1/5/1978,E.T.E.S.A.,8.48333333333,-82.0833333333, ,http://www.hidromet.com.pa/red_nacional.php,380755.5319,937898.054400001,380755.5318999998,937898.0544000007
110-005,Meseta de Chorcha,Chiriquí,Tipo C Convencional,430,"8° 26' 00""","82° 13' 00""","1/11/1974, 7:00 PM",1/5/1975,E.T.E.S.A.,8.43333333333,-82.2166666667, ,http://www.hidromet.com.pa/red_nacional.php,366060.0099,932412.6182,366060.00989999995,932412.6182000004
110-006,Camaron Arriba,Chiriquí,Tipo C Convencional,480,"8° 23' 00""","82° 00' 00""","1/11/1974, 7:00 PM",1/12/1998,E.T.E.S.A.,8.38333333333,-82, ,http://www.hidromet.com.pa/red_nacional.php,389900.8123,926816.4331,389900.81230000034,926816.4331
110-007,Horconcitos,Chiriquí,Tipo C Convencional,54,"8° 19' 00""","82° 08' 00""","1/8/1976, 7:00 PM",1/4/1982,E.T.E.S.A.,8.31666666667,-82.1333333333, ,http://www.hidromet.com.pa/red_nacional.php,375198.0057,919484.6664,375198.00569999963,919484.6664000005
110-008,Soloy,Chiriquí,Tipo C Automática,600,"8° 33' 00""","82° 06' 00""","1/7/1978, 7:00 PM", ,E.T.E.S.A.,8.55,-82.1, ,http://www.hidromet.com.pa/red_nacional.php,378941.7482,945274.8127,378941.74820000026,945274.8126999997
110-009,Chorcha (Ing. Alanje),Chiriquí,Tipo C Convencional,10,"8° 22' 00""","82° 17' 00""","12/31/1982, 7:00 PM",1/2/1984,E.T.E.S.A.,8.36666666667,-82.2833333333, ,http://www.hidromet.com.pa/red_nacional.php,358695.5548,925064.0769,358695.55480000004,925064.0768999998
111-001,Boca de Uracillo,Coclé,Tipo C Convencional,20,"8° 58' 00""","80° 11' 00""","1/7/1974, 7:00 PM",1/3/2000,E.T.E.S.A.,8.96666666667,-80.1833333333, ,http://www.hidromet.com.pa/red_nacional.php,589774.2032,991266.6642,589774.2032000003,991266.6642000005
112-001,Remedios,Chiriquí,Tipo B Convencional,40,"8° 14' 00""","81° 50' 00""","12/31/1950, 7:00 PM",1/12/1998,E.T.E.S.A.,8.23333333333,-81.8333333333, ,http://www.hidromet.com.pa/red_nacional.php,408217.191,910188.948000001,408217.19099999964,910188.9480000008
112-002,Pueblito San Juan,Chiriquí,Tipo C Convencional,25,"8° 16' 00""","81° 59' 00""","1/4/1970, 7:00 PM",1/12/1998,E.T.E.S.A.,8.26666666667,-81.9833333333, ,http://www.hidromet.com.pa/red_nacional.php,391703.9161,913912.0824,391703.91610000003,913912.0823999997
112-003,San Felix,Chiriquí,Tipo C Convencional,110,"8° 17' 00""","81° 52' 00""","1/8/1971, 7:00 PM", ,E.T.E.S.A.,8.28333333333,-81.8666666667, ,http://www.hidromet.com.pa/red_nacional.php,404557.6256,915725.0067,404557.6255999999,915725.0066999998
112-004,Quebrada Loro,Chiriquí,Tipo C Convencional,390,"8° 22' 00""","81° 54' 00""","1/1/1993, 7:00 PM", ,E.T.E.S.A.,8.36666666667,-81.9, ,http://www.hidromet.com.pa/red_nacional.php,400907.4361,924947.0342,400907.4360999996,924947.0341999996
112-005,Hato Pilon,Chiriquí,Tipo C Convencional,635,"8° 24' 00""","81° 52' 00""","1/8/1971, 7:00 PM",1/3/2000,E.T.E.S.A.,8.4,-81.8666666667, ,http://www.hidromet.com.pa/red_nacional.php,404585.9346,928624.3276,404585.93460000027,928624.3276000004
112-007,Remedios (vieja),Chiriquí,Tipo C Convencional,20,"8° 14' 00""","81° 49' 00""","1/3/1951, 7:00 PM",31/12/1967,E.T.E.S.A.,8.23333333333,-81.8166666667,Inactive,http://www.hidromet.com.pa/red_nacional.php,410052.9685,910185.1624,410052.9685000004,910185.1623999998
112-008,San Juan,Chiriquí,Tipo C Convencional,40,"8° 16' 00""","81° 57' 00""","12/31/1959, 7:00 PM",1/12/1963,E.T.E.S.A.,8.26666666667,-81.95, ,http://www.hidromet.com.pa/red_nacional.php,395375.3002,913903.1755,395375.3002000004,913903.1754999999
112-009,Campamento Escopeta,Chiriquí,Tipo B Convencional,1100,"8° 31' 00""","81° 47' 00""","1/4/1974, 7:00 PM",1/10/1987,CODEMIN,8.51666666667,-81.7833333333, , ,413786.8857,941504.1624,413786.88570000045,941504.1623999998
112-010,Lajero,Chiriquí,Tipo C Convencional,250,"8° 17' 00""","81° 46' 00""","1/11/1974, 7:00 PM",1/4/1975,E.T.E.S.A.,8.28333333333,-81.7666666667, ,http://www.hidromet.com.pa/red_nacional.php,415570.8828,915702.389599999,415570.8827999998,915702.3895999994
112-011,Chami,Chiriquí,Tipo B Convencional,1100,"8° 27' 00""","81° 47' 00""","1/2/1981, 7:00 PM",1/5/1987,CODEMIN,8.45,-81.7833333333, , ,413772.0185,934133.218699999,413772.01850000024,934133.2186999992
112-012,Punta Yurre,Chiriquí,Tipo B Convencional,50,"8° 06' 00""","81° 42' 00""","1/2/1981, 7:00 PM",1/5/1987,CODEMIN,8.1,-81.7, , ,422877.628,895419.4157,422877.62799999956,895419.4156999998
112-013,Division,Bocas del Toro,Tipo B Convencional,1900,"8° 33' 00""","81° 47' 00""","1/1/1981, 7:00 PM",1/5/1987,CODEMIN,8.55,-81.7833333333, , ,413794.3629,945189.6435,413794.36290000007,945189.6435000002
112-014,Raton,Chiriquí,Tipo A Automática,1520,"8° 32' 24""","81° 49' 09""",, ,E.T.E.S.A.,8.54,-81.8191666667, ,http://www.hidromet.com.pa/red_nacional.php,409848.3116,944092.189099999,409848.31159999967,944092.1890999991
113-001,Icacal,Colón,Tipo B Convencional,11,"9° 12' 00""","80° 09' 00""","12/31/1958, 7:00 PM", ,E.T.E.S.A.,9.2,-80.15, ,http://www.hidromet.com.pa/red_nacional.php,593378.2803,1017074.4878,593378.2802999998,1017074.4878000002
113-003,Pina,Colón,Tipo C Convencional,3,"9° 16' 00""","80° 02' 00""","1/11/1970, 7:00 PM",1/11/1998,E.T.E.S.A.,9.26666666667,-80.0333333333, ,http://www.hidromet.com.pa/red_nacional.php,606176.041,1024478.5562,606176.0410000002,1024478.5561999995
114-001,Veladero (Tolé),Chiriquí,Tipo C Convencional,280,"8° 14' 00""","81° 39' 00""","1/9/1962, 7:00 PM",1/3/2000,E.T.E.S.A.,8.23333333333,-81.65, ,http://www.hidromet.com.pa/red_nacional.php,428410.3633,910151.5134,428410.3633000003,910151.5133999996
114-002,Camaron Tabasara,Chiriquí,Tipo C Convencional,20,"8° 03' 00""","81° 38' 00""","1/9/1955, 7:00 PM", ,E.T.E.S.A.,8.05,-81.6333333333, ,http://www.hidromet.com.pa/red_nacional.php,430214.3367,889879.448799999,430214.33669999987,889879.4487999994
114-003,Rio Vigui,Veraguas,Tipo C Convencional,60,"8° 12' 00""","81° 33' 00""","1/11/1968, 7:00 PM",1/12/1998,E.T.E.S.A.,8.2,-81.55, ,http://www.hidromet.com.pa/red_nacional.php,439419.4539,906449.740900001,439419.4539000001,906449.7409000006
114-004,Sitio Prado,Chiriquí,Tipo C Convencional,380,"8° 22' 00""","81° 33' 00""","12/31/1970, 7:00 PM",1/12/1998,E.T.E.S.A.,8.36666666667,-81.55, ,http://www.hidromet.com.pa/red_nacional.php,439444.9375,924876.0747,439444.9375,924876.0746999998
114-006,Pena Blanca,Chiriquí,Tipo C Convencional,870,"8° 27' 00""","81° 40' 00""","1/9/1971, 7:00 PM",1/12/1998,E.T.E.S.A.,8.45,-81.6666666667, ,http://www.hidromet.com.pa/red_nacional.php,426615.091,934109.336999999,426615.091,934109.3369999994
114-007,Cerro Iglesia,Chiriquí,Tipo C Convencional,370,"8° 18' 00""","81° 34' 00""","1/10/1971, 7:00 PM", ,E.T.E.S.A.,8.3,-81.5666666667, ,http://www.hidromet.com.pa/red_nacional.php,437599.3134,917508.104900001,437599.31340000033,917508.1049000006
114-008,Maraca,Veraguas,Tipo C Convencional,640,"8° 22' 00""","81° 44' 00""","1/9/1971, 7:00 PM",1/4/2000,E.T.E.S.A.,8.36666666667,-81.7333333333, ,http://www.hidromet.com.pa/red_nacional.php,419258.9868,924908.9705,419258.9868000001,924908.9704999998
114-009,El Prado,Veraguas,Tipo C Convencional,360,"8° 14' 00""","81° 30' 00""","1/9/1972, 7:00 PM",1/6/1983,E.T.E.S.A.,8.23333333333,-81.5, ,http://www.hidromet.com.pa/red_nacional.php,444931.5143,910127.769099999,444931.5142999999,910127.7690999992
114-010,Ojo de Agua,Veraguas,Tipo B Convencional,320,"8° 12' 00""","81° 31' 00""","1/6/1973, 7:00 PM", ,E.T.E.S.A.,8.2,-81.5166666667, ,http://www.hidromet.com.pa/red_nacional.php,443091.1014,906444.8661,443091.10140000004,906444.8661000002
114-011,Llano Nopo,Chiriquí,Tipo C Automática,360,"8° 25' 00""","81° 37' 00""","1/9/1973, 7:00 PM", ,E.T.E.S.A.,8.41666666667,-81.6166666667, ,http://www.hidromet.com.pa/red_nacional.php,432113.3548,930414.942199999,432113.35479999986,930414.9421999995
114-012,Llano Limón,Chiriquí,Tipo B Convencional,150,"8° 15' 00""","81° 40' 00""","1/3/1981, 7:00 PM",1/5/1987,CODEMIN,8.25,-81.6666666667, , ,426577.7262,911997.202099999,426577.7262000004,911997.2020999994
115-013,Rio Indio,Panamá,Tipo C Convencional,88,"9° 13' 00""","79° 32' 00""","12/31/1911, 7:00 PM",1/12/1959,E.T.E.S.A.,9.21666666667,-79.5333333333, ,http://www.hidromet.com.pa/red_nacional.php,661126.9205,1019136.7471,661126.9205,1019136.7470999993
115-021,Buena Vista,Colón,Tipo B Convencional,70,"9° 17' 00""","79° 42' 00""","1/5/1970, 7:00 PM",1/12/1998,E.T.E.S.A.,9.28333333333,-79.7, ,http://www.hidromet.com.pa/red_nacional.php,642786.9566,1026438.3089,642786.9566000002,1026438.3089000005
115-022,Chilibre,Panamá,Tipo C Convencional,80,"9° 09' 00""","79° 37' 00""","1/9/1970, 7:00 PM",1/12/1998,E.T.E.S.A.,9.15,-79.6166666667, ,http://www.hidromet.com.pa/red_nacional.php,651998.6451,1011727.6556,651998.6451000003,1011727.6556000002
115-070,Ciri Grande 1,Panamá,Tipo C Convencional,1120,"8° 39' 00""","80° 05' 00""","12/31/1940, 7:00 PM",1/12/1958,E.T.E.S.A.,8.65,-80.0833333333, ,http://www.hidromet.com.pa/red_nacional.php,600853.5996,956278.8596,600853.5996000003,956278.8596000001
115-081,El Cacao,Panamá,Tipo C Mixta,180,"8° 46' 00""","80° 01' 00""","1/4/1974, 7:00 PM", ,E.T.E.S.A.,8.76666666667,-80.0166666667, ,http://www.hidromet.com.pa/red_nacional.php,608155.5521,969197.1196,608155.5521,969197.1195999999
115-083,Ciri Grande,Panamá,Tipo C Convencional,200,"8° 46' 00""","80° 03' 00""","1/6/1974, 7:00 PM", ,E.T.E.S.A.,8.76666666667,-80.05, ,http://www.hidromet.com.pa/red_nacional.php,604488.934,969187.690400001,604488.9340000004,969187.6904000007
115-084,Zanguenga,Panamá,Tipo C Convencional,100,"8° 58' 00""","79° 53' 00""","1/11/1974, 7:00 PM",1/12/1998,E.T.E.S.A.,8.96666666667,-79.8833333333, ,http://www.hidromet.com.pa/red_nacional.php,622755.9445,991353.4015,622755.9445000002,991353.4014999997
115-087,Omar Torrijos H.,Colón,Tipo B Convencional,60,"9° 14' 00""","79° 46' 00""","1/8/1989, 7:00 PM",1/9/1989,E.T.E.S.A.,9.23333333333,-79.7666666667, ,http://www.hidromet.com.pa/red_nacional.php,635482.5915,1020883.0247,635482.5915000001,1020883.0247000009
115-122,Gatun Valle Central,Panamá,Tipo C Automática,200,"9° 22' 33""","79° 38' 19""",, ,E.T.E.S.A.,9.37583333333,-79.6386111111,Inactive,http://www.hidromet.com.pa/red_nacional.php,649491.4471,1036693.0623,649491.4471000005,1036693.0623000003
116-001,Coiba,Veraguas,Tipo A Automática,8,"7° 29' 37""","81° 43' 10""","1/5/1971, 7:00 PM", ,E.T.E.S.A.,7.49361111111,-81.7194444444, ,http://www.hidromet.com.pa/red_nacional.php,420621.0252,828381.4443,420621.02520000003,828381.4442999996
116-002,Guarumal (MIDA),Veraguas,Tipo A Automática,47,"7° 48' 06""","81° 15' 16""","1/5/1973, 7:00 PM", ,E.T.E.S.A.,7.80166666667,-81.2544444444, ,http://www.hidromet.com.pa/red_nacional.php,471946.9551,862380.3541,471946.9550999999,862380.3541000001
117-001,Isla Grande,Colón,Tipo C Convencional,3,"9° 38' 00""","79° 34' 00""","12/31/1929, 7:00 PM",1/7/1970,E.T.E.S.A.,9.63333333333,-79.5666666667, ,http://www.hidromet.com.pa/red_nacional.php,657275.3947,1065202.226,657275.3947000001,1065202.2259999998
117-002,Portobelo,Colón,Tipo C Mixta,2,"9° 33' 00""","79° 40' 00""","1/4/1908, 6:40 PM",1/1/2004,E.T.E.S.A.,9.55,-79.6666666667, ,http://www.hidromet.com.pa/red_nacional.php,646336.4806,1055942.0983,646336.4806000004,1055942.0983000007
117-004,Bahia Las Minas,Colón,Tipo A Automática,7,"9° 22' 00""","79° 50' 00""","1/11/1967, 7:00 PM",31/12/1975,E.T.E.S.A.,9.36666666667,-79.8333333333, ,http://www.hidromet.com.pa/red_nacional.php,628109.69,1035602.5285,628109.6900000004,1035602.5285
117-005,Colon,Colón,Tipo C Convencional,5,"9° 22' 00""","79° 54' 00""","1/11/1970, 7:00 PM",1/8/1975,E.T.E.S.A.,9.36666666667,-79.9, ,http://www.hidromet.com.pa/red_nacional.php,620788.2527,1035578.9555,620788.2527000001,1035578.9554999992
117-006,Maria Chiquita,Colón,Tipo B Convencional,3,"9° 26' 00""","79° 45' 00""","1/4/1972, 7:00 PM",1/6/1974,E.T.E.S.A.,9.43333333333,-79.75, ,http://www.hidromet.com.pa/red_nacional.php,637235.4469,1043006.2621,637235.4468999999,1043006.2620999999
117-007,El Porvenir 1,Guna Yala,Tipo B Convencional,2,"9° 33' 00""","78° 58' 00""","1/2/1973, 7:00 PM",1/3/1978,E.T.E.S.A.,9.55,-78.9666666667, ,http://www.hidromet.com.pa/red_nacional.php,723188.5422,1056316.8202,723188.5422,1056316.8202
117-010,Cristobal,Colón,Tipo C Mixta,12,"9° 21' 00""","79° 54' 00""",, ,E.T.E.S.A.,9.35,-79.9, ,http://www.hidromet.com.pa/red_nacional.php,620794.007,1033735.9749,620794.0070000002,1033735.9748999998
117-011,Nombre de Dios,Colón,Tipo B Convencional,3,"9° 35' 00""","79° 28' 00""","4/30/1911, 7:00 PM",1/12/1998,E.T.E.S.A.,9.58333333333,-79.4666666667, ,http://www.hidromet.com.pa/red_nacional.php,668275.2129,1059719.8536,668275.2128999997,1059719.853599999
117-012,San Pedro (Refineria),Colón,Tipo C Convencional,9,"9° 23' 00""","79° 49' 00""","1/11/1978, 7:00 PM", ,E.T.E.S.A.,9.38333333333,-79.8166666667, ,http://www.hidromet.com.pa/red_nacional.php,629933.8734,1037451.6717,629933.8733999999,1037451.6717000008
